accessions|canonical_accession|id|is_canonical|is_isoform|isoform_name|protein_name|source|source_url
"[""Q17R96""]"||Q99678|True|||GPR20|UniProt|https://www.uniprot.org/
"[""B2R8W9"", ""Q6NXU2""]"||Q99679|True|||GPR21|UniProt|https://www.uniprot.org/
"[""A4D0R8"", ""O14554""]"||Q99680|True|||GPR22|UniProt|https://www.uniprot.org/
"[""A0AVJ5""]"||O00155|True|||GPR25|UniProt|https://www.uniprot.org/
"[""Q2M2E2""]"||Q8NDV2|True|||GPR26|UniProt|https://www.uniprot.org/
||Q9NS67|True|||GPR27|UniProt|https://www.uniprot.org/
"[""B0M0K2"", ""Q4VBL3"", ""Q9NQ20""]"||O00270|True|||GPR31|UniProt|https://www.uniprot.org/
"[""Q502U7"", ""Q6NWS5""]"||O75388|True|||GPR32|UniProt|https://www.uniprot.org/
||Q49SQ1|True|||GPR33|UniProt|https://www.uniprot.org/
"[""O95853""]"||Q9UPC5|True|||GPR34|UniProt|https://www.uniprot.org/
"[""J3KR30"", ""O43495"", ""Q17R58"", ""Q4VBN5"", ""Q4ZFV2"", ""Q6FHI8"", ""Q86UH4""]"||Q9HC97|True|||GPR35|UniProt|https://www.uniprot.org/
|Q9HC97|Q9HC97-1||True|1|GPR35|UniProt|https://www.uniprot.org/
|Q9HC97|Q9HC97-2||True|2|GPR35|UniProt|https://www.uniprot.org/
"[""A4D0Y6"", ""O00348"", ""O14768"", ""Q8TD39""]"||O15354|True|||GPR37|UniProt|https://www.uniprot.org/
"[""B2RC12"", ""B6V9G4"", ""Q08AS2"", ""Q53R01""]"||O43194|True|||GPR39|UniProt|https://www.uniprot.org/
"[""A8K570""]"||P46089|True|||GPR3|UniProt|https://www.uniprot.org/
||O15529|True|||GPR42|UniProt|https://www.uniprot.org/
"[""Q6NWS4"", ""Q6NXU6""]"||Q9Y5Y3|True|||GPR45|UniProt|https://www.uniprot.org/
"[""A8K3T3"", ""B0M0K1"", ""Q6NWM4""]"||P46093|True|||GPR4|UniProt|https://www.uniprot.org/
"[""O75654"", ""Q4VBL6"", ""Q6ISM0""]"||Q9Y2T5|True|||GPR52|UniProt|https://www.uniprot.org/
"[""Q8N580""]"||Q9Y2T6|True|||GPR55|UniProt|https://www.uniprot.org/
"[""A8K1W2"", ""Q6NWS0"", ""Q8TDV4"", ""Q96PR4""]"||Q9BZJ8|True|||GPR61|UniProt|https://www.uniprot.org/
"[""F1DAM4"", ""Q5KU27""]"||Q9BZJ7|True|||GPR62|UniProt|https://www.uniprot.org/
"[""Q9UJH3""]"||Q9BZJ6|True|||GPR63|UniProt|https://www.uniprot.org/
"[""O75819""]"||Q8IYL9|True|||GPR65|UniProt|https://www.uniprot.org/
"[""Q13334"", ""Q4VBB4"", ""Q6IX34""]"||Q15743|True|||GPR68|UniProt|https://www.uniprot.org/
"[""B4DHS9"", ""J3KQR3"", ""Q17RJ7"", ""Q5SYL0""]"||P46095|True|||GPR6|UniProt|https://www.uniprot.org/
|P46095|P46095-1||True|1|GPR6|UniProt|https://www.uniprot.org/
|P46095|P46095-2||True|2|GPR6|UniProt|https://www.uniprot.org/
"[""B2RC02"", ""Q6NWR2""]"||O95800|True|||GPR75|UniProt|https://www.uniprot.org/
"[""Q8NGV3""]"||Q96P69|True|||GPR78|UniProt|https://www.uniprot.org/
"[""Q5VT13""]"||Q96P67|True|||GPR82|UniProt|https://www.uniprot.org/
"[""B0M0K5"", ""F5GZ43"", ""Q6NWR4"", ""Q9P1Y8""]"||Q9NYM4|True|||GPR83|UniProt|https://www.uniprot.org/
|Q9NYM4|Q9NYM4-1||True|1|GPR83|UniProt|https://www.uniprot.org/
|Q9NYM4|Q9NYM4-2||True|2|GPR83|UniProt|https://www.uniprot.org/
"[""B6V9G7""]"||Q9NQS5|True|||GPR84|UniProt|https://www.uniprot.org/
"[""Q9JHI6"", ""Q9NPD1""]"||P60893|True|||GPR85|UniProt|https://www.uniprot.org/
"[""Q5KU35"", ""Q96JZ8"", ""Q9BXC2""]"||Q9BY21|True|||GPR87|UniProt|https://www.uniprot.org/
"[""Q29S24"", ""Q6VN48""]"||Q9GZN0|True|||GPR88|UniProt|https://www.uniprot.org/
"[""Q96L06""]"||Q6UWM5|True|||GPRL1|UniProt|https://www.uniprot.org/
|Q6UWM5|Q6UWM5-1||True|1|GPRL1|UniProt|https://www.uniprot.org/
|Q6UWM5|Q6UWM5-2||True|2|GPRL1|UniProt|https://www.uniprot.org/
"[""B4DXA1"", ""Q6FHM8""]"||Q13227|True|||GPS2|UniProt|https://www.uniprot.org/
|Q13227|Q13227-1||True|1|GPS2|UniProt|https://www.uniprot.org/
|Q13227|Q13227-2||True|2|GPS2|UniProt|https://www.uniprot.org/
"[""A9Z1X4"", ""B1B0W3"", ""Q86SR5"", ""Q969T1"", ""Q9UFS8""]"||Q86YR5|True|||GPSM1|UniProt|https://www.uniprot.org/
|Q86YR5|Q86YR5-1||True|1|GPSM1|UniProt|https://www.uniprot.org/
|Q86YR5|Q86YR5-2||True|2|GPSM1|UniProt|https://www.uniprot.org/
|Q86YR5|Q86YR5-3||True|3|GPSM1|UniProt|https://www.uniprot.org/
|Q86YR5|Q86YR5-4||True|4|GPSM1|UniProt|https://www.uniprot.org/
"[""Q5T1N8"", ""Q6IBL7"", ""Q8N0Z5""]"||P81274|True|||GPSM2|UniProt|https://www.uniprot.org/
"[""A2BFJ3""]"||Q9Y4H4|True|||GPSM3|UniProt|https://www.uniprot.org/
"[""A0A0A0MSF9"", ""A8K0D9"", ""B7Z2G4"", ""B8ZZ44""]"||Q8N954|True|||GPT11|UniProt|https://www.uniprot.org/
|Q8N954|Q8N954-1||True|1|GPT11|UniProt|https://www.uniprot.org/
|Q8N954|Q8N954-2||True|2|GPT11|UniProt|https://www.uniprot.org/
"[""B3KN42"", ""Q6PEJ7"", ""Q9H3M3"", ""Q9NWH0"", ""Q9ULR8""]"||Q9NWQ4|True|||GPT2L|UniProt|https://www.uniprot.org/
|Q9NWQ4|Q9NWQ4-3||True|1|GPT2L|UniProt|https://www.uniprot.org/
|Q9NWQ4|Q9NWQ4-1||True|2|GPT2L|UniProt|https://www.uniprot.org/
|Q9NWQ4|Q9NWQ4-4||True|4|GPT2L|UniProt|https://www.uniprot.org/
"[""Q8IZV6"", ""Q8N3B7"", ""Q9NW94""]"||Q9BRR8|True|||GPTC1|UniProt|https://www.uniprot.org/
"[""Q5VYK7"", ""Q5VYK8"", ""Q86YE7""]"||Q9NW75|True|||GPTC2|UniProt|https://www.uniprot.org/
|Q9NW75|Q9NW75-1||True|1|GPTC2|UniProt|https://www.uniprot.org/
|Q9NW75|Q9NW75-2||True|2|GPTC2|UniProt|https://www.uniprot.org/
"[""Q5JYH2"", ""Q8NDJ2"", ""Q9H9Z3""]"||Q96I76|True|||GPTC3|UniProt|https://www.uniprot.org/
"[""Q5T3I1"", ""Q6ZUE7"", ""Q8IWG8"", ""Q9NXH4""]"||Q5T3I0|True|||GPTC4|UniProt|https://www.uniprot.org/
|Q5T3I0|Q5T3I0-1||True|1|GPTC4|UniProt|https://www.uniprot.org/
|Q5T3I0|Q5T3I0-2||True|2|GPTC4|UniProt|https://www.uniprot.org/
|Q5T3I0|Q5T3I0-3||True|3|GPTC4|UniProt|https://www.uniprot.org/
"[""B9EGP9"", ""O60300"", ""Q8TB99""]"||Q9UKJ3|True|||GPTC8|UniProt|https://www.uniprot.org/
|Q9UKJ3|Q9UKJ3-1||True|1|GPTC8|UniProt|https://www.uniprot.org/
|Q9UKJ3|Q9UKJ3-2||True|2|GPTC8|UniProt|https://www.uniprot.org/
|Q9UKJ3|Q9UKJ3-3||True|3|GPTC8|UniProt|https://www.uniprot.org/
"[""O15216"", ""Q86WV9"", ""Q9BWE6""]"||Q9H3H5|True|||GPT|UniProt|https://www.uniprot.org/
|Q9H3H5|Q9H3H5-1||True|1|GPT|UniProt|https://www.uniprot.org/
|Q9H3H5|Q9H3H5-2||True|2|GPT|UniProt|https://www.uniprot.org/
|Q9H3H5|Q9H3H5-3||True|3|GPT|UniProt|https://www.uniprot.org/
"[""Q9HCN7"", ""Q9UIF2""]"||Q9HCN6|True|||GPVI|UniProt|https://www.uniprot.org/
|Q9HCN6|Q9HCN6-1||True|1|GPVI|UniProt|https://www.uniprot.org/
|Q9HCN6|Q9HCN6-2||True|2|GPVI|UniProt|https://www.uniprot.org/
|Q9HCN6|Q9HCN6-3||True|3|GPVI|UniProt|https://www.uniprot.org/
"[""D1MER9""]"||P40197|True|||GPV|UniProt|https://www.uniprot.org/
"[""E9PAS1"", ""Q7Z5H1"", ""Q9BW12""]"||P07203|True|||GPX1|UniProt|https://www.uniprot.org/
|P07203|P07203-1||True|1|GPX1|UniProt|https://www.uniprot.org/
|P07203|P07203-2||True|2|GPX1|UniProt|https://www.uniprot.org/
"[""Q6PJ52"", ""Q8WWI7"", ""Q9NRP9""]"||P18283|True|||GPX2|UniProt|https://www.uniprot.org/
"[""O43787"", ""Q86W78"", ""Q9NZ74"", ""Q9UEL1""]"||P22352|True|||GPX3|UniProt|https://www.uniprot.org/
"[""O43381"", ""Q6PJ59"", ""Q9UPK2""]"||P36969|True|||GPX4|UniProt|https://www.uniprot.org/
|P36969|P36969-1||True|Mitochondrial|GPX4|UniProt|https://www.uniprot.org/
|P36969|P36969-2||True|Cytoplasmic|GPX4|UniProt|https://www.uniprot.org/
"[""A1A4Y0""]"||O75715|True|||GPX5|UniProt|https://www.uniprot.org/
|O75715|O75715-1||True|1|GPX5|UniProt|https://www.uniprot.org/
|O75715|O75715-2||True|2|GPX5|UniProt|https://www.uniprot.org/
"[""Q4PJ17""]"||P59796|True|||GPX6|UniProt|https://www.uniprot.org/
"[""O95337"", ""Q5T501""]"||Q96SL4|True|||GPX7|UniProt|https://www.uniprot.org/
||Q8TED1|True|||GPX8|UniProt|https://www.uniprot.org/
||O15544|True|||GR6|UniProt|https://www.uniprot.org/
"[""A4PHN1"", ""Q6IB36""]"||P12544|True|||GRAA|UniProt|https://www.uniprot.org/
|P12544|P12544-1||True|alpha {ECO:0000303PubMed:17180578}|GRAA|UniProt|https://www.uniprot.org/
|P12544|P12544-2||True|beta {ECO:0000303PubMed:17180578}|GRAA|UniProt|https://www.uniprot.org/
"[""Q8N1D2"", ""Q9UCC1""]"||P10144|True|||GRAB|UniProt|https://www.uniprot.org/
"[""G3V2C5"", ""Q6XGZ0"", ""Q6XGZ1""]"||P20718|True|||GRAH|UniProt|https://www.uniprot.org/
|P20718|P20718-1||True|1|GRAH|UniProt|https://www.uniprot.org/
|P20718|P20718-2||True|2|GRAH|UniProt|https://www.uniprot.org/
|P20718|P20718-3||True|3|GRAH|UniProt|https://www.uniprot.org/
"[""B2R563""]"||P49863|True|||GRAK|UniProt|https://www.uniprot.org/
"[""A9IN51"", ""A9IN57"", ""Q68EN0"", ""Q9UGE6"", ""Q9Y4B9""]"||Q6IC98|True|||GRAM4|UniProt|https://www.uniprot.org/
|Q6IC98|Q6IC98-1||True|1|GRAM4|UniProt|https://www.uniprot.org/
|Q6IC98|Q6IC98-2||True|2|GRAM4|UniProt|https://www.uniprot.org/
||P51124|True|||GRAM|UniProt|https://www.uniprot.org/
"[""B2R5X3"", ""Q53TB5"", ""Q59EP3""]"||P28676|True|||GRAN|UniProt|https://www.uniprot.org/
"[""A6NL78"", ""Q3MJ75"", ""Q4V327"", ""Q4V330"", ""Q5HYG1"", ""Q6N046"", ""Q96DH8"", ""Q9NQ43"", ""Q9ULQ3""]"||Q4V328|True|||GRAP1|UniProt|https://www.uniprot.org/
|Q4V328|Q4V328-1||True|1|GRAP1|UniProt|https://www.uniprot.org/
|Q4V328|Q4V328-2||True|2|GRAP1|UniProt|https://www.uniprot.org/
|Q4V328|Q4V328-4||True|3|GRAP1|UniProt|https://www.uniprot.org/
"[""B7Z8I3"", ""O43726"", ""Q9NRB7""]"||O75791|True|||GRAP2|UniProt|https://www.uniprot.org/
|O75791|O75791-1||True|1|GRAP2|UniProt|https://www.uniprot.org/
|O75791|O75791-2||True|2|GRAP2|UniProt|https://www.uniprot.org/
"[""B2RXI8""]"||Q8TC17|True|||GRAPL|UniProt|https://www.uniprot.org/
|Q8TC17|Q8TC17-1||True|1|GRAPL|UniProt|https://www.uniprot.org/
|Q8TC17|Q8TC17-2||True|2|GRAPL|UniProt|https://www.uniprot.org/
||Q13588|True|||GRAP|UniProt|https://www.uniprot.org/
"[""Q6PIF8"", ""Q7Z741""]"||Q7Z6J2|True|||GRASP|UniProt|https://www.uniprot.org/
|Q7Z6J2|Q7Z6J2-1||True|1|GRASP|UniProt|https://www.uniprot.org/
|Q7Z6J2|Q7Z6J2-2||True|2|GRASP|UniProt|https://www.uniprot.org/
"[""A4D258"", ""A7VJ95"", ""A8K0E6"", ""D3DVM9"", ""O00427"", ""O00701"", ""O75222"", ""Q92606"", ""Q92907"", ""Q92948""]"||Q13322|True|||GRB10|UniProt|https://www.uniprot.org/
|Q13322|Q13322-1||True|3|GRB10|UniProt|https://www.uniprot.org/
|Q13322|Q13322-2||True|1|GRB10|UniProt|https://www.uniprot.org/
|Q13322|Q13322-3||True|2|GRB10|UniProt|https://www.uniprot.org/
|Q13322|Q13322-4||True|4|GRB10|UniProt|https://www.uniprot.org/
"[""B7Z7F9"", ""Q7Z6I1""]"||Q14449|True|||GRB14|UniProt|https://www.uniprot.org/
|Q14449|Q14449-1||True|1|GRB14|UniProt|https://www.uniprot.org/
|Q14449|Q14449-2||True|2|GRB14|UniProt|https://www.uniprot.org/
"[""A4QN17"", ""Q9H8F1""]"||Q9C091|True|||GRB1L|UniProt|https://www.uniprot.org/
|Q9C091|Q9C091-1||True|1|GRB1L|UniProt|https://www.uniprot.org/
|Q9C091|Q9C091-3||True|3|GRB1L|UniProt|https://www.uniprot.org/
|Q9C091|Q9C091-4||True|4|GRB1L|UniProt|https://www.uniprot.org/
"[""P29354"", ""Q14450"", ""Q63057"", ""Q63059""]"||P62993|True|||GRB2|UniProt|https://www.uniprot.org/
|P62993|P62993-1||True|1|GRB2|UniProt|https://www.uniprot.org/
|P62993|P29354-1||True|1|GRB2|UniProt|https://www.uniprot.org/
|P62993|P62993-2||True|2|GRB2|UniProt|https://www.uniprot.org/
|P62993|P29354-2||True|2|GRB2|UniProt|https://www.uniprot.org/
"[""B2RAV1"", ""B3KNL0"", ""B3KWP9"", ""B7WP75"", ""J3KQM4"", ""Q53YD3"", ""Q92568"", ""Q96DF9"", ""Q9Y220""]"||Q14451|True|||GRB7|UniProt|https://www.uniprot.org/
|Q14451|Q14451-1||True|1|GRB7|UniProt|https://www.uniprot.org/
|Q14451|Q14451-2||True|2|GRB7|UniProt|https://www.uniprot.org/
|Q14451|Q14451-3||True|3|GRB7|UniProt|https://www.uniprot.org/
|Q14451|Q14451-4||True|4|GRB7|UniProt|https://www.uniprot.org/
||A8MXD5|True|||GRCR1|UniProt|https://www.uniprot.org/
||A6NFK2|True|||GRCR2|UniProt|https://www.uniprot.org/
||A4D2P6|True|||GRD2I|UniProt|https://www.uniprot.org/
"[""A1IGE7"", ""B7ZM78"", ""C9JG83"", ""Q53SF1"", ""Q581G3"", ""Q5HYD0"", ""Q7Z339"", ""Q7Z3C5""]"||Q3V6T2|True|||GRDN|UniProt|https://www.uniprot.org/
|Q3V6T2|Q3V6T2-1||True|1 {ECO:0000269PubMed:16139227}|GRDN|UniProt|https://www.uniprot.org/
|Q3V6T2|Q3V6T2-2||True|2 {ECO:0000269PubMed:15489334, ECO:0000269PubMed:15882442}|GRDN|UniProt|https://www.uniprot.org/
|Q3V6T2|Q3V6T2-3||True|3|GRDN|UniProt|https://www.uniprot.org/
|Q3V6T2|Q3V6T2-4||True|4|GRDN|UniProt|https://www.uniprot.org/
|Q3V6T2|Q3V6T2-5||True|5|GRDN|UniProt|https://www.uniprot.org/
"[""A6NHD0"", ""A6NKN0"", ""B5MDA9"", ""O60321"", ""Q7Z5S2"", ""Q9H2Q6"", ""Q9H2Q7"", ""Q9H2Q8""]"||Q4ZG55|True|||GREB1|UniProt|https://www.uniprot.org/
|Q4ZG55|Q4ZG55-1||True|1|GREB1|UniProt|https://www.uniprot.org/
|Q4ZG55|Q4ZG55-2||True|2|GREB1|UniProt|https://www.uniprot.org/
|Q4ZG55|Q4ZG55-3||True|3|GREB1|UniProt|https://www.uniprot.org/
|Q4ZG55|Q4ZG55-4||True|4|GREB1|UniProt|https://www.uniprot.org/
"[""Q52LV3"", ""Q8N914"", ""Q8N936""]"||O60565|True|||GREM1|UniProt|https://www.uniprot.org/
|O60565|O60565-1||True|1|GREM1|UniProt|https://www.uniprot.org/
|O60565|O60565-2||True|2|GREM1|UniProt|https://www.uniprot.org/
"[""Q86UD9""]"||Q9H772|True|||GREM2|UniProt|https://www.uniprot.org/
||A0A0J9YXV3|True|||GREP1|UniProt|https://www.uniprot.org/
"[""A6NLA4"", ""B2R7E4"", ""B5MEC2"", ""Q53T93"", ""Q6NWN7"", ""Q6NWN8"", ""Q6NWN9"", ""Q8NI33""]"||Q9NZI5|True|||GRHL1|UniProt|https://www.uniprot.org/
|Q9NZI5|Q9NZI5-1||True|1|GRHL1|UniProt|https://www.uniprot.org/
|Q9NZI5|Q9NZI5-2||True|2|GRHL1|UniProt|https://www.uniprot.org/
|Q9NZI5|Q9NZI5-3||True|3|GRHL1|UniProt|https://www.uniprot.org/
"[""A1L303"", ""Q6NT03"", ""Q9H8B8""]"||Q6ISB3|True|||GRHL2|UniProt|https://www.uniprot.org/
|Q6ISB3|Q6ISB3-1||True|1|GRHL2|UniProt|https://www.uniprot.org/
|Q6ISB3|Q6ISB3-2||True|2|GRHL2|UniProt|https://www.uniprot.org/
"[""A2A297"", ""B2RCL1"", ""G3XAF0"", ""Q5TH78"", ""Q86Y06"", ""Q8N407""]"||Q8TE85|True|||GRHL3|UniProt|https://www.uniprot.org/
|Q8TE85|Q8TE85-1||True|1|GRHL3|UniProt|https://www.uniprot.org/
|Q8TE85|Q8TE85-2||True|2|GRHL3|UniProt|https://www.uniprot.org/
|Q8TE85|Q8TE85-3||True|3|GRHL3|UniProt|https://www.uniprot.org/
|Q8TE85|Q8TE85-4||True|4|GRHL3|UniProt|https://www.uniprot.org/
|Q8TE85|Q8TE85-5||True|5|GRHL3|UniProt|https://www.uniprot.org/
"[""Q5T945"", ""Q9H3E9"", ""Q9H636"", ""Q9UKX1""]"||Q9UBQ7|True|||GRHPR|UniProt|https://www.uniprot.org/
|Q9UBQ7|Q9UBQ7-1||True|1|GRHPR|UniProt|https://www.uniprot.org/
|Q9UBQ7|Q9UBQ7-2||True|2|GRHPR|UniProt|https://www.uniprot.org/
"[""B7Z2S0"", ""B7Z2W8"", ""B7Z3F6"", ""B7Z9G9"", ""D3DQI4"", ""E7ESV8"", ""Q2NKM6""]"||P42261|True|||GRIA1|UniProt|https://www.uniprot.org/
|P42261|P42261-1||True|Flop|GRIA1|UniProt|https://www.uniprot.org/
|P42261|P42261-2||True|Flip|GRIA1|UniProt|https://www.uniprot.org/
|P42261|P42261-3||True|3|GRIA1|UniProt|https://www.uniprot.org/
|P42261|P42261-4||True|4|GRIA1|UniProt|https://www.uniprot.org/
|P42261|P42261-5||True|5|GRIA1|UniProt|https://www.uniprot.org/
|P42261|P42261-6||True|6|GRIA1|UniProt|https://www.uniprot.org/
"[""A8MT92"", ""I6L997"", ""Q96FP6""]"||P42262|True|||GRIA2|UniProt|https://www.uniprot.org/
|P42262|P42262-1||True|Flop|GRIA2|UniProt|https://www.uniprot.org/
|P42262|P42262-2||True|Flip|GRIA2|UniProt|https://www.uniprot.org/
|P42262|P42262-3||True|3|GRIA2|UniProt|https://www.uniprot.org/
|P42262|P42262-4||True|4|GRIA2|UniProt|https://www.uniprot.org/
"[""D3DTF1"", ""Q4VXD5"", ""Q4VXD6"", ""Q9HDA0"", ""Q9HDA1"", ""Q9HDA2"", ""Q9P0H1""]"||P42263|True|||GRIA3|UniProt|https://www.uniprot.org/
|P42263|P42263-1||True|Flop|GRIA3|UniProt|https://www.uniprot.org/
|P42263|P42263-2||True|Flip|GRIA3|UniProt|https://www.uniprot.org/
"[""Q86XE8""]"||P48058|True|||GRIA4|UniProt|https://www.uniprot.org/
|P48058|P48058-1||True|1|GRIA4|UniProt|https://www.uniprot.org/
|P48058|P48058-2||True|2|GRIA4|UniProt|https://www.uniprot.org/
"[""B3KXD5"", ""B7Z7L0"", ""Q8IXT3""]"||Q9ULK0|True|||GRID1|UniProt|https://www.uniprot.org/
|Q9ULK0|Q9ULK0-1||True|1|GRID1|UniProt|https://www.uniprot.org/
|Q9ULK0|Q9ULK0-2||True|2|GRID1|UniProt|https://www.uniprot.org/
"[""E9PH24"", ""Q4KKU8"", ""Q4KKU9"", ""Q4KKV0"", ""Q59FZ1""]"||O43424|True|||GRID2|UniProt|https://www.uniprot.org/
|O43424|O43424-1||True|1|GRID2|UniProt|https://www.uniprot.org/
|O43424|O43424-2||True|2|GRID2|UniProt|https://www.uniprot.org/
"[""A0A087WXP5""]"||A4D1Z8|True|||GRIFN|UniProt|https://www.uniprot.org/
"[""Q13001"", ""Q86SU9""]"||P39086|True|||GRIK1|UniProt|https://www.uniprot.org/
|P39086|P39086-1||True|1|GRIK1|UniProt|https://www.uniprot.org/
|P39086|P39086-2||True|2|GRIK1|UniProt|https://www.uniprot.org/
"[""A6NMY9"", ""B5MCV0"", ""D7RWZ3"", ""D7RWZ4"", ""D7RWZ5"", ""D7RWZ6"", ""D7RWZ7"", ""Q8WWS1"", ""Q96KS6"", ""Q96KS7"", ""Q96KS8""]"||Q13002|True|||GRIK2|UniProt|https://www.uniprot.org/
|Q13002|Q13002-1||True|1|GRIK2|UniProt|https://www.uniprot.org/
|Q13002|Q13002-2||True|2|GRIK2|UniProt|https://www.uniprot.org/
|Q13002|Q13002-3||True|3|GRIK2|UniProt|https://www.uniprot.org/
|Q13002|Q13002-4||True|4|GRIK2|UniProt|https://www.uniprot.org/
|Q13002|Q13002-5||True|5|GRIK2|UniProt|https://www.uniprot.org/
|Q13002|Q13002-6||True|6|GRIK2|UniProt|https://www.uniprot.org/
|Q13002|Q13002-7||True|7|GRIK2|UniProt|https://www.uniprot.org/
"[""A9Z1Z8"", ""B1AMS6"", ""Q13004"", ""Q16136""]"||Q13003|True|||GRIK3|UniProt|https://www.uniprot.org/
|Q13003|Q13003-1||True|1|GRIK3|UniProt|https://www.uniprot.org/
|Q13003|Q13003-2||True|2|GRIK3|UniProt|https://www.uniprot.org/
"[""A8K9L1""]"||Q16099|True|||GRIK4|UniProt|https://www.uniprot.org/
"[""Q8WWG8""]"||Q16478|True|||GRIK5|UniProt|https://www.uniprot.org/
|Q16478|Q16478-1||True|1|GRIK5|UniProt|https://www.uniprot.org/
|Q16478|Q16478-2||True|2|GRIK5|UniProt|https://www.uniprot.org/
"[""C9JM70"", ""Q8ND74"", ""Q96PZ4""]"||Q7Z2K8|True|||GRIN1|UniProt|https://www.uniprot.org/
|Q7Z2K8|Q7Z2K8-1||True|1|GRIN1|UniProt|https://www.uniprot.org/
|Q7Z2K8|Q7Z2K8-2||True|2|GRIN1|UniProt|https://www.uniprot.org/
"[""Q5SVF0""]"||O60269|True|||GRIN2|UniProt|https://www.uniprot.org/
"[""Q8IVE4""]"||Q6ZVF9|True|||GRIN3|UniProt|https://www.uniprot.org/
"[""C9JT59"", ""Q1RLM0""]"||Q9Y3R0|True|||GRIP1|UniProt|https://www.uniprot.org/
|Q9Y3R0|Q9Y3R0-1||True|1|GRIP1|UniProt|https://www.uniprot.org/
|Q9Y3R0|Q9Y3R0-2||True|2|GRIP1|UniProt|https://www.uniprot.org/
|Q9Y3R0|Q9Y3R0-3||True|3|GRIP1|UniProt|https://www.uniprot.org/
"[""A0A087WU38"", ""Q8TEH9"", ""Q9H7H3""]"||Q9C0E4|True|||GRIP2|UniProt|https://www.uniprot.org/
|Q9C0E4|Q9C0E4-1||True|1|GRIP2|UniProt|https://www.uniprot.org/
|Q9C0E4|Q9C0E4-2||True|2|GRIP2|UniProt|https://www.uniprot.org/
"[""Q53X14""]"||Q15835|True|||GRK1|UniProt|https://www.uniprot.org/
"[""O00641"", ""O00642"", ""Q13293"", ""Q13294"", ""Q13295"", ""Q14453"", ""Q14725"", ""Q15313"", ""Q15314"", ""Q15315"", ""Q15316"", ""Q17RH6"", ""Q53EQ8""]"||P32298|True|||GRK4|UniProt|https://www.uniprot.org/
|P32298|P32298-1||True|1|GRK4|UniProt|https://www.uniprot.org/
|P32298|P32298-2||True|2|GRK4|UniProt|https://www.uniprot.org/
|P32298|P32298-3||True|3|GRK4|UniProt|https://www.uniprot.org/
|P32298|P32298-4||True|4|GRK4|UniProt|https://www.uniprot.org/
"[""D3DRD0"", ""Q5T059""]"||P34947|True|||GRK5|UniProt|https://www.uniprot.org/
"[""O60541"", ""Q13652""]"||P43250|True|||GRK6|UniProt|https://www.uniprot.org/
|P43250|P43250-1||True|GRK6A|GRK6|UniProt|https://www.uniprot.org/
|P43250|P43250-2||True|GRK6B|GRK6|UniProt|https://www.uniprot.org/
|P43250|P43250-3||True|GRK6C|GRK6|UniProt|https://www.uniprot.org/
||Q8WTQ7|True|||GRK7|UniProt|https://www.uniprot.org/
"[""Q6EER8"", ""Q6EES2"", ""Q6EEV3"", ""Q6EF00"", ""Q6EF01"", ""Q6EF02"", ""Q6EF46"", ""Q6EFN8"", ""Q6EM48"", ""Q6K046"", ""Q6K050"", ""Q6K051"", ""Q6ZQZ3"", ""Q8NC58"", ""Q8NCF3"", ""Q96DI5"", ""Q96JB7"", ""Q96NF5"", ""Q9Y3V6""]"||P0CAP2|True|||GRL1A|UniProt|https://www.uniprot.org/
|P0CAP2|P0CAP2-1||True|1|GRL1A|UniProt|https://www.uniprot.org/
|P0CAP2|P0CAP2-2||True|2|GRL1A|UniProt|https://www.uniprot.org/
|P0CAP2|P0CAP2-3||True|3|GRL1A|UniProt|https://www.uniprot.org/
|P0CAP2|Q6EEV4-1||True|4|GRL1A|UniProt|https://www.uniprot.org/
|P0CAP2|Q6EEV4-2||True|5|GRL1A|UniProt|https://www.uniprot.org/
|P0CAP2|P0CAP1-11||True|11|GRL1A|UniProt|https://www.uniprot.org/
"[""B9EG79"", ""F8W805"", ""Q13256"", ""Q14757"", ""Q14758"", ""Q5VTF7"", ""Q5VTF8"", ""Q9NU10"", ""Q9UGS9"", ""Q9UGT0""]"||Q13255|True|||GRM1|UniProt|https://www.uniprot.org/
|Q13255|Q13255-1||True|Alpha|GRM1|UniProt|https://www.uniprot.org/
|Q13255|Q13255-2||True|Beta|GRM1|UniProt|https://www.uniprot.org/
|Q13255|Q13255-3||True|3|GRM1|UniProt|https://www.uniprot.org/
"[""B3KT68""]"||Q8IUY3|True|||GRM2A|UniProt|https://www.uniprot.org/
"[""B7Z1F2"", ""B7Z3R1"", ""B7Z6D8"", ""B7Z8T2"", ""D3DSZ3"", ""Q9H753""]"||Q96HH9|True|||GRM2B|UniProt|https://www.uniprot.org/
|Q96HH9|Q96HH9-1||True|1|GRM2B|UniProt|https://www.uniprot.org/
|Q96HH9|Q96HH9-2||True|2|GRM2B|UniProt|https://www.uniprot.org/
|Q96HH9|Q96HH9-3||True|3|GRM2B|UniProt|https://www.uniprot.org/
|Q96HH9|Q96HH9-4||True|4|GRM2B|UniProt|https://www.uniprot.org/
|Q96HH9|Q96HH9-5||True|5|GRM2B|UniProt|https://www.uniprot.org/
"[""B0M0K7"", ""Q14CU5"", ""Q52MC6"", ""Q9H3N6""]"||Q14416|True|||GRM2|UniProt|https://www.uniprot.org/
"[""Q2PNZ6"", ""Q75MV4"", ""Q75N17"", ""Q86YG6"", ""Q8TBH9""]"||Q14832|True|||GRM3|UniProt|https://www.uniprot.org/
