go_term_id|label|pathway_name|source_id|source_type|subontology|target_id|target_type
GO:0051899|pathway_to_biological_process|Presynaptic depolarization and calcium channel opening|R-HSA-112308|pathway|biological_process|GO_0051899|biological_process
GO:0031124|pathway_to_biological_process|Processing of Capped Intronless Pre-mRNA|R-HSA-75067|pathway|biological_process|GO_0031124|biological_process
GO:0012501|pathway_to_biological_process|Programmed Cell Death|R-HSA-5357801|pathway|biological_process|GO_0012501|biological_process
GO:1904381|pathway_to_biological_process|Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2|R-HSA-964827|pathway|biological_process|GO_1904381|biological_process
GO:0006562|pathway_to_biological_process|Proline catabolism|R-HSA-70688|pathway|biological_process|GO_0006562|biological_process
GO:0000165|pathway_to_biological_process|Prolonged ERK activation events|R-HSA-169893|pathway|biological_process|GO_0000165|biological_process
GO:0019626|pathway_to_biological_process|Propionyl-CoA catabolism|R-HSA-71032|pathway|biological_process|GO_0019626|biological_process
GO:0043248|pathway_to_biological_process|Proteasome assembly|R-HSA-9907900|pathway|biological_process|GO_0043248|biological_process
GO:0051084|pathway_to_biological_process|Protein folding|R-HSA-391251|pathway|biological_process|GO_0051084|biological_process
GO:0018126|pathway_to_biological_process|Protein hydroxylation|R-HSA-9629569|pathway|biological_process|GO_0018126|biological_process
GO:0009249|pathway_to_biological_process|Protein lipoylation|R-HSA-9857492|pathway|biological_process|GO_0009249|biological_process
GO:0008104|pathway_to_biological_process|Protein localization|R-HSA-9609507|pathway|biological_process|GO_0008104|biological_process
GO:0006479|pathway_to_biological_process|Protein methylation|R-HSA-8876725|pathway|biological_process|GO_0006479|biological_process
GO:0030091|pathway_to_biological_process|Protein repair|R-HSA-5676934|pathway|biological_process|GO_0030091|biological_process
GO:0016567|pathway_to_biological_process|Protein ubiquitination|R-HSA-8852135|pathway|biological_process|GO_0016567|biological_process
GO:0006195|pathway_to_biological_process|Purine catabolism|R-HSA-74259|pathway|biological_process|GO_0006195|biological_process
GO:0009168|pathway_to_biological_process|Purine ribonucleoside monophosphate biosynthesis|R-HSA-73817|pathway|biological_process|GO_0009168|biological_process
GO:0043101|pathway_to_biological_process|Purine salvage|R-HSA-74217|pathway|biological_process|GO_0043101|biological_process
GO:0035590|pathway_to_biological_process|Purinergic signaling in leishmaniasis infection|R-HSA-9660826|pathway|biological_process|GO_0035590|biological_process
GO:0046134|pathway_to_biological_process|Pyrimidine biosynthesis|R-HSA-500753|pathway|biological_process|GO_0046134|biological_process
GO:0046135|pathway_to_biological_process|Pyrimidine catabolism|R-HSA-73621|pathway|biological_process|GO_0046135|biological_process
GO:0043097|pathway_to_biological_process|Pyrimidine salvage|R-HSA-73614|pathway|biological_process|GO_0043097|biological_process
GO:0071344|pathway_to_biological_process|Pyrophosphate hydrolysis|R-HSA-71737|pathway|biological_process|GO_0071344|biological_process
GO:0070269|pathway_to_biological_process|Pyroptosis|R-HSA-5620971|pathway|biological_process|GO_0070269|biological_process
GO:0042866|pathway_to_biological_process|Pyruvate metabolism|R-HSA-70268|pathway|biological_process|GO_0042866|biological_process
GO:0070371|pathway_to_biological_process|RAF-independent MAPK1/3 activation|R-HSA-112409|pathway|biological_process|GO_0070371|biological_process
GO:0000165|pathway_to_biological_process|RAF/MAP kinase cascade|R-HSA-5673001|pathway|biological_process|GO_0000165|biological_process
GO:0051056|pathway_to_biological_process|RHO GTPase cycle|R-HSA-9012999|pathway|biological_process|GO_0051056|biological_process
GO:0070266|pathway_to_biological_process|RIPK1-mediated regulated necrosis|R-HSA-5213460|pathway|biological_process|GO_0070266|biological_process
GO:0006361|pathway_to_biological_process|RNA Polymerase I Promoter Clearance|R-HSA-73854|pathway|biological_process|GO_0006361|biological_process
GO:0006360|pathway_to_biological_process|RNA Polymerase I Transcription|R-HSA-73864|pathway|biological_process|GO_0006360|biological_process
GO:0006363|pathway_to_biological_process|RNA Polymerase I Transcription Termination|R-HSA-73863|pathway|biological_process|GO_0006363|biological_process
GO:0006368|pathway_to_biological_process|RNA Polymerase II Promoter Escape|R-HSA-73776|pathway|biological_process|GO_0006368|biological_process
GO:0006366|pathway_to_biological_process|RNA Polymerase II Transcription|R-HSA-73857|pathway|biological_process|GO_0006366|biological_process
GO:0006368|pathway_to_biological_process|RNA Polymerase II Transcription Elongation|R-HSA-75955|pathway|biological_process|GO_0006368|biological_process
GO:0006367|pathway_to_biological_process|RNA Polymerase II Transcription Initiation|R-HSA-75953|pathway|biological_process|GO_0006367|biological_process
GO:0006367|pathway_to_biological_process|RNA Polymerase II Transcription Pre-Initiation And Promoter Opening|R-HSA-73779|pathway|biological_process|GO_0006367|biological_process
GO:0006369|pathway_to_biological_process|RNA Polymerase II Transcription Termination|R-HSA-73856|pathway|biological_process|GO_0006369|biological_process
GO:0006385|pathway_to_biological_process|RNA Polymerase III Chain Elongation|R-HSA-73780|pathway|biological_process|GO_0006385|biological_process
GO:0006383|pathway_to_biological_process|RNA Polymerase III Transcription|R-HSA-74158|pathway|biological_process|GO_0006383|biological_process
GO:0006386|pathway_to_biological_process|RNA Polymerase III Transcription Termination|R-HSA-73980|pathway|biological_process|GO_0006386|biological_process
GO:0042795|pathway_to_biological_process|RNA polymerase II transcribes snRNA genes|R-HSA-6807505|pathway|biological_process|GO_0042795|biological_process
GO:0045454|pathway_to_biological_process|ROS and RNS production in phagocytes|R-HSA-1222556|pathway|biological_process|GO_0045454|biological_process
GO:0044003|pathway_to_biological_process|RSV-host interactions|R-HSA-9833110|pathway|biological_process|GO_0044003|biological_process
GO:0045589|pathway_to_biological_process|RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)|R-HSA-8877330|pathway|biological_process|GO_0045589|biological_process
GO:0033146|pathway_to_biological_process|RUNX1 regulates estrogen receptor mediated transcription|R-HSA-8931987|pathway|biological_process|GO_0033146|biological_process
GO:2000810|pathway_to_biological_process|RUNX1 regulates expression of components of tight junctions|R-HSA-8935964|pathway|biological_process|GO_2000810|biological_process
GO:0045652|pathway_to_biological_process|RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function|R-HSA-8936459|pathway|biological_process|GO_0045652|biological_process
GO:0050855|pathway_to_biological_process|RUNX1 regulates transcription of genes involved in BCR signaling|R-HSA-8939245|pathway|biological_process|GO_0050855|biological_process
GO:0030111|pathway_to_biological_process|RUNX1 regulates transcription of genes involved in WNT signaling|R-HSA-8939256|pathway|biological_process|GO_0030111|biological_process
GO:1902036|pathway_to_biological_process|RUNX1 regulates transcription of genes involved in differentiation of HSCs|R-HSA-8939236|pathway|biological_process|GO_1902036|biological_process
GO:0045616|pathway_to_biological_process|RUNX1 regulates transcription of genes involved in differentiation of keratinocytes|R-HSA-8939242|pathway|biological_process|GO_0045616|biological_process
GO:0045637|pathway_to_biological_process|RUNX1 regulates transcription of genes involved in differentiation of myeloid cells|R-HSA-8939246|pathway|biological_process|GO_0045637|biological_process
GO:0001959|pathway_to_biological_process|RUNX1 regulates transcription of genes involved in interleukin signaling|R-HSA-8939247|pathway|biological_process|GO_0001959|biological_process
GO:0016236|pathway_to_biological_process|Receptor Mediated Mitophagy|R-HSA-8934903|pathway|biological_process|GO_0016236|biological_process
GO:1904333|pathway_to_biological_process|Recognition of DNA damage by PCNA-containing replication complex|R-HSA-110314|pathway|biological_process|GO_1904333|biological_process
GO:0060236|pathway_to_biological_process|Recruitment of NuMA to mitotic centrosomes|R-HSA-380320|pathway|biological_process|GO_0060236|biological_process
GO:0015721|pathway_to_biological_process|Recycling of bile acids and salts|R-HSA-159418|pathway|biological_process|GO_0015721|biological_process
GO:0097300|pathway_to_biological_process|Regulated Necrosis|R-HSA-5218859|pathway|biological_process|GO_0097300|biological_process
GO:0031293|pathway_to_biological_process|Regulated proteolysis of p75NTR|R-HSA-193692|pathway|biological_process|GO_0031293|biological_process
GO:1902041|pathway_to_biological_process|Regulation by c-FLIP|R-HSA-3371378|pathway|biological_process|GO_1902041|biological_process
GO:1905784|pathway_to_biological_process|Regulation of APC/C activators between G1/S and early anaphase|R-HSA-176408|pathway|biological_process|GO_1905784|biological_process
GO:0042981|pathway_to_biological_process|Regulation of Apoptosis|R-HSA-169911|pathway|biological_process|GO_0042981|biological_process
GO:0051090|pathway_to_biological_process|Regulation of BACH1 activity|R-HSA-9708530|pathway|biological_process|GO_0051090|biological_process
GO:0006355|pathway_to_biological_process|Regulation of CDH11 gene transcription|R-HSA-9762293|pathway|biological_process|GO_0006355|biological_process
GO:0035195|pathway_to_biological_process|Regulation of CDH11 mRNA translation by microRNAs|R-HSA-9759811|pathway|biological_process|GO_0035195|biological_process
GO:0030449|pathway_to_biological_process|Regulation of Complement cascade|R-HSA-977606|pathway|biological_process|GO_0030449|biological_process
GO:2000047|pathway_to_biological_process|Regulation of Expression and Function of Type I Classical Cadherins|R-HSA-9764274|pathway|biological_process|GO_2000047|biological_process
GO:2000047|pathway_to_biological_process|Regulation of Expression and Function of Type II Classical Cadherins|R-HSA-9764260|pathway|biological_process|GO_2000047|biological_process
GO:0006110|pathway_to_biological_process|Regulation of Glucokinase by Glucokinase Regulatory Protein|R-HSA-170822|pathway|biological_process|GO_0006110|biological_process
GO:1900034|pathway_to_biological_process|Regulation of HSF1-mediated heat shock response|R-HSA-3371453|pathway|biological_process|GO_1900034|biological_process
GO:0034110|pathway_to_biological_process|Regulation of Homotypic Cell-Cell Adhesion|R-HSA-9759476|pathway|biological_process|GO_0034110|biological_process
GO:0060338|pathway_to_biological_process|Regulation of IFNA/IFNB signaling|R-HSA-912694|pathway|biological_process|GO_0060338|biological_process
GO:0060334|pathway_to_biological_process|Regulation of IFNG signaling|R-HSA-877312|pathway|biological_process|GO_0060334|biological_process
GO:0043066|pathway_to_biological_process|Regulation of PAK-2p34 activity by PS-GAP/RHG10|R-HSA-211728|pathway|biological_process|GO_0043066|biological_process
GO:0031295|pathway_to_biological_process|Regulation of T cell activation by CD28 family|R-HSA-388841|pathway|biological_process|GO_0031295|biological_process
GO:0010803|pathway_to_biological_process|Regulation of TNFR1 signaling|R-HSA-5357905|pathway|biological_process|GO_0010803|biological_process
GO:1901796|pathway_to_biological_process|Regulation of TP53 Activity|R-HSA-5633007|pathway|biological_process|GO_1901796|biological_process
GO:0043066|pathway_to_biological_process|Regulation of activated PAK-2p34 by proteasome mediated degradation|R-HSA-211733|pathway|biological_process|GO_0043066|biological_process
GO:0031018|pathway_to_biological_process|Regulation of beta-cell development|R-HSA-186712|pathway|biological_process|GO_0031018|biological_process
GO:0045540|pathway_to_biological_process|Regulation of cholesterol biosynthesis by SREBP (SREBF)|R-HSA-1655829|pathway|biological_process|GO_0045540|biological_process
GO:0141005|pathway_to_biological_process|Regulation of endogenous retroelements|R-HSA-9842860|pathway|biological_process|GO_0141005|biological_process
GO:0141006|pathway_to_biological_process|Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs)|R-HSA-9845323|pathway|biological_process|GO_0141006|biological_process
GO:1904538|pathway_to_biological_process|Regulation of glycolysis by fructose 2,6-bisphosphate metabolism|R-HSA-9634600|pathway|biological_process|GO_1904538|biological_process
GO:0032479|pathway_to_biological_process|Regulation of innate immune responses to cytosolic DNA|R-HSA-3134975|pathway|biological_process|GO_0032479|biological_process
GO:0050796|pathway_to_biological_process|Regulation of insulin secretion|R-HSA-422356|pathway|biological_process|GO_0050796|biological_process
GO:0019216|pathway_to_biological_process|Regulation of lipid metabolism by PPARalpha|R-HSA-400206|pathway|biological_process|GO_0019216|biological_process
GO:0043488|pathway_to_biological_process|Regulation of mRNA stability by proteins that bind AU-rich elements|R-HSA-450531|pathway|biological_process|GO_0043488|biological_process
GO:0060544|pathway_to_biological_process|Regulation of necroptotic cell death|R-HSA-5675482|pathway|biological_process|GO_0060544|biological_process
GO:0090368|pathway_to_biological_process|Regulation of ornithine decarboxylase (ODC)|R-HSA-350562|pathway|biological_process|GO_0090368|biological_process
GO:0010510|pathway_to_biological_process|Regulation of pyruvate dehydrogenase (PDH) complex|R-HSA-204174|pathway|biological_process|GO_0010510|biological_process
GO:0062012|pathway_to_biological_process|Regulation of pyruvate metabolism|R-HSA-9861718|pathway|biological_process|GO_0062012|biological_process
GO:0042403|pathway_to_biological_process|Regulation of thyroid hormone activity|R-HSA-350864|pathway|biological_process|GO_0042403|biological_process
GO:0019076|pathway_to_biological_process|Release|R-HSA-168298|pathway|biological_process|GO_0019076|biological_process
GO:0006465|pathway_to_biological_process|Removal of aminoterminal propeptides from gamma-carboxylated proteins|R-HSA-159782|pathway|biological_process|GO_0006465|biological_process
GO:0044725|pathway_to_biological_process|Replacement of protamines by nucleosomes in the male pronucleus|R-HSA-9821993|pathway|biological_process|GO_0044725|biological_process
GO:0048609|pathway_to_biological_process|Reproduction|R-HSA-1474165|pathway|biological_process|GO_0048609|biological_process
GO:0006287|pathway_to_biological_process|Resolution of Abasic Sites (AP sites)|R-HSA-73933|pathway|biological_process|GO_0006287|biological_process
GO:0045003|pathway_to_biological_process|Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)|R-HSA-5693554|pathway|biological_process|GO_0045003|biological_process
GO:0000070|pathway_to_biological_process|Resolution of Sister Chromatid Cohesion|R-HSA-2500257|pathway|biological_process|GO_0000070|biological_process
GO:0022904|pathway_to_biological_process|Respiratory electron transport|R-HSA-611105|pathway|biological_process|GO_0022904|biological_process
GO:0010999|pathway_to_biological_process|Response of EIF2AK1 (HRI) to heme deficiency|R-HSA-9648895|pathway|biological_process|GO_0010999|biological_process
GO:0034198|pathway_to_biological_process|Response of EIF2AK4 (GCN2) to amino acid deficiency|R-HSA-9633012|pathway|biological_process|GO_0034198|biological_process
GO:0052031|pathway_to_biological_process|Response of Mtb to phagocytosis|R-HSA-9637690|pathway|biological_process|GO_0052031|biological_process
GO:0071495|pathway_to_biological_process|Response of endothelial cells to shear stress|R-HSA-9860931|pathway|biological_process|GO_0071495|biological_process
GO:0010038|pathway_to_biological_process|Response to metal ions|R-HSA-5660526|pathway|biological_process|GO_0010038|biological_process
GO:0001523|pathway_to_biological_process|Retinoid metabolism and transport|R-HSA-975634|pathway|biological_process|GO_0001523|biological_process
GO:0051936|pathway_to_biological_process|Reuptake of GABA|R-HSA-888593|pathway|biological_process|GO_0051936|biological_process
GO:0006307|pathway_to_biological_process|Reversal of alkylation damage by DNA dioxygenases|R-HSA-73943|pathway|biological_process|GO_0006307|biological_process
GO:0006278|pathway_to_biological_process|Reverse Transcription of HIV RNA|R-HSA-162589|pathway|biological_process|GO_0006278|biological_process
GO:0015701|pathway_to_biological_process|Reversible hydration of carbon dioxide|R-HSA-1475029|pathway|biological_process|GO_0015701|biological_process
GO:0043043|pathway_to_biological_process|Rhesus blood group biosynthesis|R-HSA-9037628|pathway|biological_process|GO_0043043|biological_process
GO:1901990|pathway_to_biological_process|SCF-beta-TrCP mediated degradation of Emi1|R-HSA-174113|pathway|biological_process|GO_1901990|biological_process
GO:0000183|pathway_to_biological_process|SIRT1 negatively regulates rRNA expression|R-HSA-427359|pathway|biological_process|GO_0000183|biological_process
GO:0006398|pathway_to_biological_process|SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs|R-HSA-77588|pathway|biological_process|GO_0006398|biological_process
GO:0016071|pathway_to_biological_process|SLBP independent Processing of Histone Pre-mRNAs|R-HSA-111367|pathway|biological_process|GO_0016071|biological_process
GO:0055085|pathway_to_biological_process|SLC-mediated transmembrane transport|R-HSA-425407|pathway|biological_process|GO_0055085|biological_process
GO:0034121|pathway_to_biological_process|SLC15A4:TASL-dependent IRF5 activation|R-HSA-9860276|pathway|biological_process|GO_0034121|biological_process
GO:0045944|pathway_to_biological_process|SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription|R-HSA-2173796|pathway|biological_process|GO_0045944|biological_process
GO:0006614|pathway_to_biological_process|SRP-dependent cotranslational protein targeting to membrane|R-HSA-1799339|pathway|biological_process|GO_0006614|biological_process
GO:0034097|pathway_to_biological_process|STAT5 Activation|R-HSA-9645135|pathway|biological_process|GO_0034097|biological_process
GO:0016925|pathway_to_biological_process|SUMOylation|R-HSA-2990846|pathway|biological_process|GO_0016925|biological_process
GO:0042000|pathway_to_biological_process|Secretion of toxins|R-HSA-9760173|pathway|biological_process|GO_0042000|biological_process
GO:0016259|pathway_to_biological_process|Selenoamino acid metabolism|R-HSA-2408522|pathway|biological_process|GO_0016259|biological_process
GO:0007600|pathway_to_biological_process|Sensory Perception|R-HSA-9709957|pathway|biological_process|GO_0007600|biological_process
GO:0050909|pathway_to_biological_process|Sensory perception of taste|R-HSA-9717189|pathway|biological_process|GO_0050909|biological_process
GO:0007605|pathway_to_biological_process|Sensory processing of sound|R-HSA-9659379|pathway|biological_process|GO_0007605|biological_process
GO:0051306|pathway_to_biological_process|Separation of Sister Chromatids|R-HSA-2467813|pathway|biological_process|GO_0051306|biological_process
GO:0006563|pathway_to_biological_process|Serine metabolism|R-HSA-977347|pathway|biological_process|GO_0006563|biological_process
GO:0006836|pathway_to_biological_process|Serotonin Neurotransmitter Release Cycle|R-HSA-181429|pathway|biological_process|GO_0006836|biological_process
GO:0046219|pathway_to_biological_process|Serotonin and melatonin biosynthesis|R-HSA-209931|pathway|biological_process|GO_0046219|biological_process
GO:0030509|pathway_to_biological_process|Signaling by BMP|R-HSA-201451|pathway|biological_process|GO_0030509|biological_process
GO:0019221|pathway_to_biological_process|Signaling by CSF1 (M-CSF) in myeloid cells|R-HSA-9680350|pathway|biological_process|GO_0019221|biological_process
GO:0019221|pathway_to_biological_process|Signaling by CSF3 (G-CSF)|R-HSA-9674555|pathway|biological_process|GO_0019221|biological_process
GO:0007173|pathway_to_biological_process|Signaling by EGFR|R-HSA-177929|pathway|biological_process|GO_0007173|biological_process
GO:0038128|pathway_to_biological_process|Signaling by ERBB2|R-HSA-1227986|pathway|biological_process|GO_0038128|biological_process
GO:0038162|pathway_to_biological_process|Signaling by Erythropoietin|R-HSA-9006335|pathway|biological_process|GO_0038162|biological_process
GO:0008543|pathway_to_biological_process|Signaling by FGFR|R-HSA-190236|pathway|biological_process|GO_0008543|biological_process
GO:0035329|pathway_to_biological_process|Signaling by Hippo|R-HSA-2028269|pathway|biological_process|GO_0035329|biological_process
GO:0008286|pathway_to_biological_process|Signaling by Insulin receptor|R-HSA-74752|pathway|biological_process|GO_0008286|biological_process
GO:0019221|pathway_to_biological_process|Signaling by Interleukins|R-HSA-449147|pathway|biological_process|GO_0019221|biological_process
GO:0048012|pathway_to_biological_process|Signaling by MST1|R-HSA-8852405|pathway|biological_process|GO_0048012|biological_process
GO:0007219|pathway_to_biological_process|Signaling by NOTCH|R-HSA-157118|pathway|biological_process|GO_0007219|biological_process
GO:0048011|pathway_to_biological_process|Signaling by NTRKs|R-HSA-166520|pathway|biological_process|GO_0048011|biological_process
GO:0007264|pathway_to_biological_process|Signaling by Rho GTPases|R-HSA-194315|pathway|biological_process|GO_0007264|biological_process
GO:0007179|pathway_to_biological_process|Signaling by TGF-beta Receptor Complex|R-HSA-170834|pathway|biological_process|GO_0007179|biological_process
GO:0048009|pathway_to_biological_process|Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)|R-HSA-2404192|pathway|biological_process|GO_0048009|biological_process
GO:0048010|pathway_to_biological_process|Signaling by VEGF|R-HSA-194138|pathway|biological_process|GO_0048010|biological_process
GO:0016055|pathway_to_biological_process|Signaling by WNT|R-HSA-195721|pathway|biological_process|GO_0016055|biological_process
GO:0007265|pathway_to_biological_process|Signalling to RAS|R-HSA-167044|pathway|biological_process|GO_0007265|biological_process
GO:0007264|pathway_to_biological_process|Signalling to p38 via RIT and RIN|R-HSA-187706|pathway|biological_process|GO_0007264|biological_process
GO:0030422|pathway_to_biological_process|Small interfering RNA (siRNA) biogenesis|R-HSA-426486|pathway|biological_process|GO_0030422|biological_process
GO:0006936|pathway_to_biological_process|Smooth Muscle Contraction|R-HSA-445355|pathway|biological_process|GO_0006936|biological_process
GO:0001756|pathway_to_biological_process|Somitogenesis|R-HSA-9824272|pathway|biological_process|GO_0001756|biological_process
GO:0007281|pathway_to_biological_process|Specification of primordial germ cells|R-HSA-9827857|pathway|biological_process|GO_0007281|biological_process
GO:0060896|pathway_to_biological_process|Specification of the neural plate border|R-HSA-9834899|pathway|biological_process|GO_0060896|biological_process
GO:0035036|pathway_to_biological_process|Sperm Motility And Taxes|R-HSA-1300642|pathway|biological_process|GO_0035036|biological_process
GO:0030149|pathway_to_biological_process|Sphingolipid catabolism|R-HSA-9845614|pathway|biological_process|GO_0030149|biological_process
GO:0030148|pathway_to_biological_process|Sphingolipid de novo biosynthesis|R-HSA-1660661|pathway|biological_process|GO_0030148|biological_process
GO:0006665|pathway_to_biological_process|Sphingolipid metabolism|R-HSA-428157|pathway|biological_process|GO_0006665|biological_process
GO:0006264|pathway_to_biological_process|Strand-asynchronous mitochondrial DNA replication|R-HSA-9913635|pathway|biological_process|GO_0006264|biological_process
GO:0030049|pathway_to_biological_process|Striated Muscle Contraction|R-HSA-390522|pathway|biological_process|GO_0030049|biological_process
GO:0070221|pathway_to_biological_process|Sulfide oxidation to sulfate|R-HSA-1614517|pathway|biological_process|GO_0070221|biological_process
GO:0000096|pathway_to_biological_process|Sulfur amino acid metabolism|R-HSA-1614635|pathway|biological_process|GO_0000096|biological_process
GO:0033668|pathway_to_biological_process|Suppression of apoptosis|R-HSA-9635465|pathway|biological_process|GO_0033668|biological_process
GO:0052041|pathway_to_biological_process|Suppression of autophagy|R-HSA-9636569|pathway|biological_process|GO_0052041|biological_process
GO:0052170|pathway_to_biological_process|Suppression of phagosomal maturation|R-HSA-9637687|pathway|biological_process|GO_0052170|biological_process
GO:0019082|pathway_to_biological_process|Synthesis And Processing Of GAG, GAGPOL Polyproteins|R-HSA-174495|pathway|biological_process|GO_0019082|biological_process
GO:0019082|pathway_to_biological_process|Synthesis and processing of ENV and VPU|R-HSA-171286|pathway|biological_process|GO_0019082|biological_process
GO:0097267|pathway_to_biological_process|Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)|R-HSA-2142816|pathway|biological_process|GO_0097267|biological_process
GO:0019372|pathway_to_biological_process|Synthesis of 12-eicosatetraenoic acid derivatives|R-HSA-2142712|pathway|biological_process|GO_0019372|biological_process
GO:0019372|pathway_to_biological_process|Synthesis of 15-eicosatetraenoic acid derivatives|R-HSA-2142770|pathway|biological_process|GO_0019372|biological_process
GO:0019372|pathway_to_biological_process|Synthesis of 5-eicosatetraenoic acids|R-HSA-2142688|pathway|biological_process|GO_0019372|biological_process
GO:2001312|pathway_to_biological_process|Synthesis of BMP|R-HSA-1483171|pathway|biological_process|GO_2001312|biological_process
GO:0032049|pathway_to_biological_process|Synthesis of CL|R-HSA-1483076|pathway|biological_process|GO_0032049|biological_process
GO:0006260|pathway_to_biological_process|Synthesis of DNA|R-HSA-69239|pathway|biological_process|GO_0006260|biological_process
GO:0009298|pathway_to_biological_process|Synthesis of GDP-mannose|R-HSA-446205|pathway|biological_process|GO_0009298|biological_process
GO:0051121|pathway_to_biological_process|Synthesis of Hepoxilins (HX) and Trioxilins (TrX)|R-HSA-2142696|pathway|biological_process|GO_0051121|biological_process
GO:0046951|pathway_to_biological_process|Synthesis of Ketone Bodies|R-HSA-77111|pathway|biological_process|GO_0046951|biological_process
GO:0006691|pathway_to_biological_process|Synthesis of Leukotrienes (LT) and Eoxins (EX)|R-HSA-2142691|pathway|biological_process|GO_0006691|biological_process
GO:0006654|pathway_to_biological_process|Synthesis of PA|R-HSA-1483166|pathway|biological_process|GO_0006654|biological_process
GO:0006656|pathway_to_biological_process|Synthesis of PC|R-HSA-1483191|pathway|biological_process|GO_0006656|biological_process
GO:0006646|pathway_to_biological_process|Synthesis of PE|R-HSA-1483213|pathway|biological_process|GO_0006646|biological_process
GO:0006655|pathway_to_biological_process|Synthesis of PG|R-HSA-1483148|pathway|biological_process|GO_0006655|biological_process
GO:0006661|pathway_to_biological_process|Synthesis of PI|R-HSA-1483226|pathway|biological_process|GO_0006661|biological_process
GO:0006661|pathway_to_biological_process|Synthesis of PIPs at the ER membrane|R-HSA-1483248|pathway|biological_process|GO_0006661|biological_process
GO:0006661|pathway_to_biological_process|Synthesis of PIPs at the Golgi membrane|R-HSA-1660514|pathway|biological_process|GO_0006661|biological_process
GO:0006661|pathway_to_biological_process|Synthesis of PIPs at the early endosome membrane|R-HSA-1660516|pathway|biological_process|GO_0006661|biological_process
GO:0006661|pathway_to_biological_process|Synthesis of PIPs at the late endosome membrane|R-HSA-1660517|pathway|biological_process|GO_0006661|biological_process
GO:0006661|pathway_to_biological_process|Synthesis of PIPs at the plasma membrane|R-HSA-1660499|pathway|biological_process|GO_0006661|biological_process
GO:0006659|pathway_to_biological_process|Synthesis of PS|R-HSA-1483101|pathway|biological_process|GO_0006659|biological_process
GO:0046457|pathway_to_biological_process|Synthesis of Prostaglandins (PG) and Thromboxanes (TX)|R-HSA-2162123|pathway|biological_process|GO_0046457|biological_process
GO:0006048|pathway_to_biological_process|Synthesis of UDP-N-acetyl-glucosamine|R-HSA-446210|pathway|biological_process|GO_0006048|biological_process
GO:0006699|pathway_to_biological_process|Synthesis of bile acids and bile salts|R-HSA-192105|pathway|biological_process|GO_0006699|biological_process
GO:0017183|pathway_to_biological_process|Synthesis of diphthamide-EEF2|R-HSA-5358493|pathway|biological_process|GO_0017183|biological_process
GO:0043048|pathway_to_biological_process|Synthesis of dolichyl-phosphate|R-HSA-446199|pathway|biological_process|GO_0043048|biological_process
GO:0006488|pathway_to_biological_process|Synthesis of dolichyl-phosphate mannose|R-HSA-162699|pathway|biological_process|GO_0006488|biological_process
GO:0018279|pathway_to_biological_process|Synthesis of dolichyl-phosphate-glucose|R-HSA-480985|pathway|biological_process|GO_0018279|biological_process
GO:0019373|pathway_to_biological_process|Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)|R-HSA-2142670|pathway|biological_process|GO_0019373|biological_process
GO:0006506|pathway_to_biological_process|Synthesis of glycosylphosphatidylinositol (GPI)|R-HSA-162710|pathway|biological_process|GO_0006506|biological_process
GO:0035338|pathway_to_biological_process|Synthesis of very long-chain fatty acyl-CoAs|R-HSA-75876|pathway|biological_process|GO_0035338|biological_process
GO:0016486|pathway_to_biological_process|Synthesis, secretion, and deacylation of Ghrelin|R-HSA-422085|pathway|biological_process|GO_0016486|biological_process
GO:0120116|pathway_to_biological_process|Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)|R-HSA-381771|pathway|biological_process|GO_0120116|biological_process
GO:0050852|pathway_to_biological_process|TCR signaling|R-HSA-202403|pathway|biological_process|GO_0050852|biological_process
GO:0141167|pathway_to_biological_process|TET1,2,3 and TDG demethylate DNA|R-HSA-5221030|pathway|biological_process|GO_0141167|biological_process
GO:0045944|pathway_to_biological_process|TFAP2 (AP-2) family regulates transcription of other transcription factors|R-HSA-8866906|pathway|biological_process|GO_0045944|biological_process
GO:0002756|pathway_to_biological_process|TICAM1, RIP1-mediated IKK complex recruitment|R-HSA-168927|pathway|biological_process|GO_0002756|biological_process
GO:0007249|pathway_to_biological_process|TICAM1,TRAF6-dependent induction of TAK1 complex|R-HSA-9014325|pathway|biological_process|GO_0007249|biological_process
GO:0035666|pathway_to_biological_process|TICAM1-dependent activation of IRF3/IRF7|R-HSA-9013973|pathway|biological_process|GO_0035666|biological_process
GO:0033209|pathway_to_biological_process|TNF signaling|R-HSA-75893|pathway|biological_process|GO_0033209|biological_process
GO:0007249|pathway_to_biological_process|TNFR1-induced NF-kappa-B signaling pathway|R-HSA-5357956|pathway|biological_process|GO_0007249|biological_process
GO:0071550|pathway_to_biological_process|TNFR1-induced proapoptotic signaling|R-HSA-5357786|pathway|biological_process|GO_0071550|biological_process
